CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C14295,1221.439496,1,1045.76,959.22,86.54,1478.541555,0.888889,0.666667,0.555556,0.555556,9,21,2500,269.325785,324.838245,0,9
C14297,56.541208,0.272727,325.8,325.8,0,0,0.083333,0.083333,0,0,0,3,3200,1300.942779,136.804417,0,12
C14298,1604.476717,0.8,2619.7,2619.7,0,3041.40624,0.6,0.6,0,0.3,3,10,6000,2045.152399,330.428974,0.142857,10
C14299,39.086623,0.545455,374.63,91.63,283,0,0.5,0.083333,0.5,0,0,11,1600,767.182519,168.259829,1,12
C14301,3290.750214,1,974.72,974.72,0,0,1,1,0,0,0,25,10000,1064.701886,921.981349,0,12
C14304,869.702973,1,370.74,138.54,232.2,710.440728,0.916667,0.166667,0.666667,0.416667,15,11,1000,540.848608,215.056881,0,12
C14306,151.787402,0.363636,1234.32,1234.32,0,0,0.083333,0.083333,0,0,0,3,10000,2837.676536,110.578379,0,12
C14309,190.324034,1,322.33,238.97,83.36,0,0.25,0.083333,0.166667,0,0,3,6500,524.430161,175.583266,0,12
C14311,8043.733112,1,99.5,99.5,0,3215.576129,0.166667,0.166667,0,0.333333,8,3,12500,1865.566177,2518.208896,0,12
C14312,2155.276706,1,66,66,0,5478.844017,0.083333,0.083333,0,0.75,30,1,5000,5100.05147,566.549873,0.083333,12
C14313,5619.654569,1,2457.53,1352.63,1104.9,6088.185478,1,0.571429,0.857143,0.571429,16,35,8000,1140.70277,1824.646248,0,7
C14317,96.799285,1,537.36,537.36,0,625.807503,1,1,0,0.083333,3,12,1500,1133.874141,185.212377,0.916667,12
C14322,1276.549447,1,3355.73,1916.68,1439.05,887.518919,1,0.75,1,0.25,4,61,4000,1254.550076,391.089257,0.090909,12
C14323,1119.157048,1,133.9,133.9,0,269.234406,0.166667,0.166667,0,0.25,3,3,1200,427.35515,320.855529,0,12
C14324,889.090252,1,9751.9,5896.76,3855.14,0,1,1,0.916667,0,0,115,4500,8418.403666,206.69023,0.666667,12
C14327,432.860083,1,128.32,128.32,0,0,0.083333,0.083333,0,0,0,1,4750,239.784988,297.228184,0,12
C14330,3645.191927,1,2311.83,2311.83,0,0,0.916667,0.916667,0,0,0,12,4500,1778.093952,1143.572365,0,12
C14334,240.110414,1,3510.42,1732.87,1777.55,0,0.916667,0.416667,0.75,0,0,37,6500,3868.013636,188.187607,0.545455,12
C14335,1500.034488,1,274.45,239.45,35,889.383583,0.25,0.25,0.083333,0.25,4,6,3000,500.083333,353.918592,0,12
C14336,1089.219786,1,639.15,639.15,0,443.668004,0.416667,0.416667,0,0.333333,5,11,3000,1095.752072,270.736901,0,12
C14338,1268.809031,0.272727,17945,17945,0,0,0.166667,0.166667,0,0,0,3,18000,50721.48336,1149.747342,0,12
C14339,935.167278,0.636364,1757.91,672,1085.91,1009.683036,0.583333,0.166667,0.416667,0.166667,5,8,1800,2279.094703,1396.253288,0,12
C14344,41.643083,1,212,212,0,0,0.083333,0.083333,0,0,0,1,1200,596.834019,47.139699,0.083333,12
C14345,291.663664,1,129,129,0,0,0.083333,0.083333,0,0,0,1,5500,284.596786,200.845446,0,12
C14346,1437.977941,1,229.94,229.94,0,901.185629,0.25,0.25,0,0.583333,10,4,1800,783.528158,394.172631,0,12
C14349,13.649888,0.363636,129.16,129.16,0,0,0.166667,0.166667,0,0,0,2,15000,375.36099,135.625973,1,12
C14350,8477.970766,1,4837.88,2945.5,1892.38,289.117803,1,0.333333,0.916667,0.083333,1,36,15500,3695.744108,2794.373573,0,12
C14353,472.61828,1,4626.36,2974,1652.36,305.257038,1,0.833333,1,0.166667,2,67,3800,4549.881872,176.856716,1,12
C14356,1116.944017,1,182.64,182.64,0,109.600359,0.333333,0.333333,0,0.083333,1,4,1500,304.822958,347.685591,0,12
C14357,2006.680789,1,121.93,78.81,43.12,3398.994695,0.7,0.2,0.6,0.8,21,9,4000,375.493789,412.394326,0,10
C14358,251.715214,0.909091,2722.34,1744.63,977.71,0,0.75,0.75,0.583333,0,0,32,1200,2165.330989,167.725809,0.777778,12
C14360,1868.523786,1,27.89,27.89,0,47.998873,0.083333,0.083333,0,0.083333,1,2,2000,440.707307,517.115912,0,12
C14361,1000.235038,1,79.41,79.41,0,0,0.166667,0.166667,0,0,0,2,6500,868.377193,264.329249,0,12
C14365,48.068313,0.7,788.08,448,340.08,0,0.8,0.2,0.5,0,0,10,13000,689.403349,85.608786,0.555556,10
C14368,1121.44991,1,219.4,85,134.4,0,0.666667,0.083333,0.666667,0,0,9,1200,591.736846,747.662321,0,12
C14373,13.07784,0.454545,69.5,69.5,0,0,0.083333,0.083333,0,0,0,1,400,98.275388,62.529499,0.1,12
C14374,2891.926512,1,561.25,561.25,0,1991.754101,0.5,0.5,0,0.666667,12,6,7700,597.664886,962.397668,0,12
C14375,1832.940008,1,1839.69,914.19,925.5,0,0.583333,0.416667,0.416667,0,0,35,5000,477.773934,602.380043,0,12
C14376,13.713339,0.636364,504.08,137.9,366.18,0,0.583333,0.083333,0.5,0,0,11,4500,448.622511,76.110182,0.4,12
C14378,589.682566,0.909091,6398.73,6398.73,0,271.370767,0.583333,0.583333,0,0.083333,1,18,10500,7443.80581,183.239025,1,12
C14382,3285.196786,1,2830.48,1182.2,1648.28,1703.103212,1,0.083333,1,0.166667,3,37,8500,7224.787261,856.787065,0.166667,12
C14385,19.548437,0.727273,266.56,84,182.56,0,0.666667,0.083333,0.583333,0,0,9,4500,395.242487,199.880942,0.857143,12
C14387,420.215198,1,1681.1,834.8,846.3,0,0.916667,0.5,0.833333,0,0,20,2400,758.24314,156.101823,0.181818,12
C14390,5693.979714,1,1338.72,1338.72,0,0,1,1,0,0,0,13,9500,1753.988494,1290.972218,0,12
C14391,1983.111978,1,1119.56,1119.56,0,5582.881679,0.333333,0.333333,0,0.416667,9,13,7000,6892.546158,467.408433,0,12
C14394,2001.407378,1,4793.35,1131.42,3661.93,0,1,0.083333,1,0,0,68,2700,647.406275,4623.542177,0,12
C14399,2.872146,0.181818,37,37,0,0,0.083333,0.083333,0,0,0,1,3000,213.066673,82.249496,0,12
C14405,2436.843864,1,2647.9,2495,152.9,0,0.833333,0.75,0.166667,0,0,17,9000,7657.885804,883.173758,0,12
C14406,1430.209699,1,1123.59,361,762.59,0,1,0.166667,1,0,0,41,5000,561.72022,438.620932,0,12
C14409,674.119098,1,3146.25,449.1,2697.15,0,1,0.333333,1,0,0,93,4000,2602.065596,189.152731,0,12
C14410,1049.768556,1,171.65,55,116.65,0,0.416667,0.083333,0.333333,0,0,6,1200,256.698968,381.650944,0,12
C14412,31.870629,0.818182,192.92,139.7,53.22,0,0.166667,0.083333,0.083333,0,0,2,5500,834.627595,92.360868,0.090909,12
C14414,5740.590335,1,8218.32,8218.32,0,0,0.75,0.75,0,0,0,17,12000,3318.260207,1338.187189,0,12
C14416,5686.466725,0.909091,177.35,177.35,0,0,0.090909,0.090909,0,0,0,1,8000,1775.784106,1724.337874,0,11
C14422,1281.936062,1,43,43,0,0,0.083333,0.083333,0,0,0,1,1500,298.266234,287.394907,0,12
C14427,5.761614,0.181818,75,75,0,0,0.083333,0.083333,0,0,0,2,3400,289.742219,130.752133,0,12
C14428,34.017341,0.272727,494.6,494.6,0,0,0.083333,0.083333,0,0,0,1,4000,456.293143,19.131945,0,12
C14429,81.311082,0.727273,851.38,851.38,0,0,0.416667,0.416667,0,0,0,6,8500,964.675607,71.093469,0.25,12
C14430,152.758442,0.727273,276,81,195,0,0.25,0.083333,0.083333,0,0,3,1200,1316.604491,132.449236,0.142857,12
C14432,2947.426082,0.888889,2257.28,1179.8,1077.48,281.877943,0.444444,0.333333,0.222222,0.222222,2,19,8500,3612.992662,717.268682,0,9
C14439,2608.512452,1,64.2,64.2,0,0,0.083333,0.083333,0,0,0,1,3000,647.437157,957.631664,0,12
C14440,355.323994,0.636364,284.11,284.11,0,855.147084,0.166667,0.166667,0,0.166667,2,2,1500,1765.584677,265.343044,0.181818,12
C14442,2493.134397,1,253,28,225,2622.759643,0.833333,0.083333,0.75,0.333333,8,11,2900,445.652564,1146.800921,0,12
C14443,231.90824,0.818182,711.8,497.8,214,0,0.666667,0.166667,0.416667,0,0,10,8500,2007.282363,146.809491,0.111111,12
C14447,722.689568,1,6493.25,6454.25,39,0,1,1,0.083333,0,0,38,3200,5777.820302,221.688527,0.75,12
C14448,62.759232,0.545455,311.55,311.55,0,0,0.166667,0.166667,0,0,0,5,1200,525.904979,86.934441,0,12
C14455,2224.000236,1,2276.41,1787.77,488.64,628.841571,0.833333,0.5,0.666667,0.333333,6,39,4500,3755.786767,685.860574,0,12
C14457,19.589561,0.545455,299.84,299.84,0,0,0.416667,0.416667,0,0,0,6,3000,577.023407,116.058011,0.8,12
C14458,1193.682005,1,445.18,445.18,0,0,1,1,0,0,0,11,1200,673.563611,775.381032,0,11
C14460,8.820992,0.7,91.46,91.46,0,0,0.2,0.2,0,0,0,2,1500,77.334707,46.086964,0,10
C14466,374.405467,0.636364,1034.4,249,785.4,0,0.5,0.166667,0.416667,0,0,11,1200,1905.378315,174.443043,0,12
C14468,1739.13388,1,191.98,96,95.98,0,0.25,0.083333,0.25,0,0,4,2000,978.453301,634.093114,0,12
C14470,5259.14039,0.888889,2659.35,813,1846.35,4851.392018,0.888889,0.222222,0.777778,0.333333,34,38,6000,2249.612405,4538.542583,0,9
C14472,4265.241202,1,1499.12,119.12,1380,2312.556328,0.833333,0.083333,0.666667,0.166667,4,10,4500,1844.394398,2439.534576,0,12
C14475,69.795639,1,1293.04,67.86,1225.18,0,1,0.166667,1,0,0,20,7500,891.734089,92.437942,0.7,12
C14478,4282.043906,1,1974.04,1326,648.04,4310.515986,1,1,1,0.5,14,40,7000,1920.094402,1942.567564,0,12
C14486,339.566873,0.818182,2956.2,1398.57,1557.63,0,0.75,0.333333,0.666667,0,0,17,5500,2845.336693,181.388411,0.375,12
C14488,1451.584485,1,1216.58,561.9,654.68,0,0.666667,0.166667,0.666667,0,0,12,4000,603.722261,318.083871,0,12
C14494,3277.092999,1,3936.51,3249.14,687.37,517.562968,1,0.666667,0.916667,0.166667,2,57,10000,2183.769759,812.766517,0,12
C14497,208.707195,0.545455,2351.58,2351.58,0,0,0.25,0.25,0,0,0,7,4500,3711.189548,162.638519,1,12
C14498,1639.513143,1,1225,651,574,0,1,0.583333,1,0,0,24,1900,1467.532097,1476.718269,0,12
C14501,640.394092,1,2476.9,2324.38,152.52,0,1,1,0.916667,0,0,39,7000,2190.775297,298.614416,0.083333,12
C14502,339.956112,1,2199.65,815.15,1384.5,0,0.916667,0.083333,0.833333,0,0,13,6000,2577.703016,242.28511,0.2,12
C14505,5118.492838,1,3848.92,3247.26,601.66,8383.293085,0.916667,0.583333,0.666667,0.25,27,70,12000,1450.987082,1246.026053,0,12
C14510,2070.627593,1,2564.08,1165,1399.08,0,1,0.583333,1,0,0,57,8500,1363.695769,628.433833,0,12
C14511,1607.053725,1,451.9,335,116.9,0,0.25,0.083333,0.166667,0,0,6,2500,569.867313,482.831701,0,12
C14512,5088.216894,1,4381.86,2825.56,1556.3,951.294749,1,1,0.666667,0.083333,1,50,7000,2410.061408,1205.692287,0,12
C14513,937.086541,1,79,79,0,0,0.083333,0.083333,0,0,0,1,1500,357.720268,213.991077,0,12
C14515,497.919885,1,1186.09,397,789.09,513.979897,0.916667,0.166667,0.833333,0.333333,8,30,500,1487.08197,769.568121,0,12
C14516,1862.566976,1,1847.57,841.59,1005.98,0,0.583333,0.25,0.5,0,0,35,3350,1652.359591,624.9314,0,12
C14517,1893.053845,1,746.31,487.27,259.04,1535.853619,0.666667,0.25,0.416667,0.416667,12,14,4200,3286.143282,735.695479,0,12
C14520,1403.574083,1,1831.57,697.94,1133.63,1909.684135,1,0.583333,1,0.083333,1,61,8000,427.189102,325.34638,0,12
C14521,1425.175936,1,49.89,49.89,0,59.673576,0.2,0.2,0,0.3,3,2,1500,348.530192,330.552082,0,10
C14522,2019.768435,0.727273,326.64,326.64,0,0,0.166667,0.166667,0,0,0,2,3000,3434.224242,589.095389,0,12
C14526,344.543487,1,2219.53,1432.86,786.67,0,1,0.916667,1,0,0,43,5700,2073.117846,183.251598,0.333333,12
C14528,12.597034,0.181818,99,99,0,0,0.083333,0.083333,0,0,0,1,1500,96.255421,13.60646,0,12
C14529,5019.019126,1,1517.85,1517.85,0,185.169509,0.272727,0.272727,0,0.181818,2,6,6000,1157.021023,1085.111218,0,11
C14531,1381.27484,1,71.8,71.8,0,0,0.083333,0.083333,0,0,0,1,3500,304.742004,415.236204,0,12
C14532,229.461086,1,3669.72,3669.72,0,0,1,1,0,0,0,26,13000,3512.263933,217.919829,1,12
C14534,4408.242337,1,324.3,324.3,0,3965.922581,0.083333,0.083333,0,0.666667,16,2,7000,7975.31466,1302.96803,0.166667,12
C14538,2739.711796,1,847.66,765.8,81.86,1201.188255,1,1,0.583333,0.083333,1,20,7500,3273.326636,718.558976,0,12
C14540,1471.640654,1,285.69,285.69,0,463.813261,0.25,0.25,0,0.25,4,3,3000,389.787483,421.667803,0,12
C14541,1241.882057,1,94,94,0,234.639631,0.083333,0.083333,0,0.083333,1,1,1400,539.459472,456.550057,0,12
C14551,700.100691,1,7244.98,2457.47,4787.51,0,1,0.833333,1,0,0,110,6200,6151.929937,197.28441,0.75,12
C14557,1869.125099,0.545455,158.2,158.2,0,1402.159983,0.083333,0.083333,0,0.083333,1,1,6500,6585.792428,559.387332,0.090909,12
C14559,1537.935236,0.818182,68,68,0,0,0.083333,0.083333,0,0,0,1,3000,3845.144477,709.872779,0,12
C14564,1360.590356,1,2834.03,1972.22,861.81,0,1,0.5,1,0,0,54,6000,1333.71178,301.821505,0,12
C14566,2024.263677,0.875,56,56,0,4086.268496,0.125,0.125,0,0.5,10,1,2500,375.558603,413.255193,0,8
C14567,2610.997575,0.818182,328.7,328.7,0,0,0.333333,0.333333,0,0,0,4,8000,4256.385553,935.303835,0,12
C14568,1592.354384,1,736.26,425.62,310.64,3120.093926,0.833333,0.166667,0.583333,0.416667,6,11,6000,3636.148663,336.850732,0,12
C14569,1689.238956,1,261.89,139.19,122.7,0,0.416667,0.083333,0.333333,0,0,7,1700,309.348573,1196.937133,0,12
C14580,289.512368,1,4185.94,898.14,3287.8,0,1,0.666667,1,0,0,90,6000,3836.06844,175.475265,0.909091,12
C14581,404.182321,1,3682.11,2473.8,1208.31,0,1,1,1,0,0,76,10000,3259.008834,218.502255,0.833333,12
C14589,629.946336,1,1832.92,1832.92,0,0,0.5,0.5,0,0,0,14,6500,1425.425074,231.1444,0,12
C14591,300.395286,1,394.95,277.95,117,0,0.916667,0.25,0.75,0,0,33,6000,339.702306,175.28579,0,12
C14592,898.253159,0.857143,165.5,165.5,0,1157.345416,0.285714,0.285714,0,0.142857,1,5,1200,375.839637,481.804214,0,7
C14593,919.799915,0.857143,320.01,69,251.01,1056.477112,0.857143,0.142857,0.714286,0.142857,3,7,1200,195.595593,673.698985,0,7
C14594,368.367166,1,1121.86,169.2,952.66,1172.195497,0.666667,0.083333,0.583333,0.333333,5,11,3500,3312.219079,195.611673,0.416667,12
C14598,5256.69533,1,188.6,188.6,0,1934.418697,0.083333,0.083333,0,0.333333,4,1,9000,1421.954639,1452.249653,0,12
C14600,2707.058356,1,2018.13,1545.23,472.9,0,0.75,0.25,0.666667,0,0,26,7000,2575.541309,661.487315,0,12
C14602,272.717108,1,227.44,227.44,0,0,1,1,0,0,0,12,4500,316.388557,191.312297,0,12
C14607,3258.237364,1,921.12,521.14,399.98,0,0.75,0.5,0.5,0,0,14,6200,1323.776141,1011.025921,0,12
C14611,1248.903628,1,518.31,113.31,405,472.118676,1,0.333333,1,0.25,5,29,1200,1141.190295,980.845115,0,12
C14613,2368.338673,1,1307.18,762.5,544.68,0,0.916667,0.333333,0.666667,0,0,20,9000,2167.293003,539.880492,0,12
C14615,3764.89205,1,898.43,479,419.43,2094.091371,0.5,0.083333,0.416667,0.333333,6,22,4500,1067.435442,1116.032132,0,12
C14620,56.149055,0.909091,493.32,149.93,343.39,0,0.75,0.166667,0.5,0,0,14,5000,471.382074,153.842106,0.75,12
C14626,551.580225,1,2955.91,952.51,2003.4,0,1,1,0.833333,0,0,62,8000,2456.581737,209.435975,0.25,12
C14627,1181.767566,1,153.95,153.95,0,0,0.333333,0.333333,0,0,0,5,6500,1908.258846,365.472319,0,12
C14628,11.834127,0.166667,272.9,69.9,203,0,0.833333,0.166667,0.5,0,0,5,6000,313.913093,81.433073,1,6
C14629,1138.554361,1,831.89,831.89,0,495.002834,0.166667,0.166667,0,0.166667,2,7,1200,381.967601,457.75848,0,12
C14632,2762.340044,1,2372.98,2372.98,0,1465.082446,0.166667,0.166667,0,0.083333,1,5,4500,659.726225,874.537967,0,12
C14633,926.458992,0.818182,6200.71,5742.61,458.1,283.476295,0.666667,0.666667,0.416667,0.083333,1,49,7000,7932.430735,271.788449,0.142857,12
C14635,287.884126,1,1545.03,124.72,1420.31,289.630816,1,0.083333,1,0.333333,5,41,6500,1182.107223,187.489659,0.25,12
C14639,7558.010921,1,365.26,188.56,176.7,4738.30754,0.5,0.083333,0.416667,0.666667,25,9,8000,3311.192387,4903.859993,0,12
C14641,99.256215,0.636364,1554.39,1174.39,380,0,0.636364,0.454545,0.181818,0,0,9,6000,1006.702329,139.902685,0.5,11
C14642,376.15858,1,2724.76,572.76,2152,0,1,1,1,0,0,70,8500,2600.70524,190.766768,0,12
C14644,1311.952719,0.909091,2092,1242,850,0,0.75,0.333333,0.5,0,0,15,5181.818182,3476.019003,330.828719,0,12
C14646,3.691925,0.363636,27.99,27.99,0,0,0.083333,0.083333,0,0,0,1,6500,187.172733,56.066059,0.5,12
C14654,200.580245,0.727273,354,354,0,0,0.083333,0.083333,0,0,0,1,1200,1697.98971,217.875105,0.142857,12
C14659,72.679836,0.545455,800.55,586.55,214,0,0.5,0.333333,0.333333,0,0,13,7000,1584.89763,147.859998,0.666667,12
C14660,4995.229116,1,1580.34,1364.34,216,0,1,1,0.416667,0,0,26,5500,1712.233039,1485.721729,0,12
C14664,757.964752,0.875,157.4,157.4,0,0,0.125,0.125,0,0,0,6,1200,1494.480376,2638.59841,0,8
C14666,476.728349,1,462.75,462.75,0,0,1,1,0,0,0,12,5500,185.002877,170.274498,0,12
C14667,776.919827,1,11522.9,11146.28,376.62,0,1,1,0.416667,0,0,68,4500,11082.51429,237.006434,0.916667,12
C14669,18.745682,0.363636,872.7,872.7,0,0,0.333333,0.333333,0,0,0,11,2500,2411.060444,44.981723,1,12
C14670,7.106669,0.333333,27.98,27.98,0,0,0.111111,0.111111,0,0,0,1,2500,57.785065,154.349034,0,9
C14672,1632.421395,1,993.96,245.59,748.37,0,0.727273,0.181818,0.636364,0,0,22,6000,2752.623744,489.842903,0.090909,11
C14678,3219.604215,1,4126.75,4126.75,0,0,1,1,0,0,0,31,10500,6061.100911,1113.256834,0,12
C14681,2124.826298,1,967.61,397.61,570,581.6512,0.833333,0.166667,0.75,0.25,3,12,5000,1778.725826,477.542826,0,12
C14683,154.271153,1,1498.28,667,831.28,0,0.833333,0.416667,0.583333,0,0,24,12000,1343.450205,189.406063,0.583333,12
C14684,7934.946009,1,1792.15,1792.15,0,4169.060991,0.333333,0.333333,0,0.333333,6,16,11500,2373.896899,2184.394699,0,12
C14685,4183.77248,1,511.12,278.6,232.52,1209.426365,0.916667,0.25,0.833333,0.416667,14,24,4500,1378.838332,2569.377585,0,12
C14693,39.523885,0.727273,592.88,451.18,141.7,0,0.583333,0.583333,0.083333,0,0,9,12000,1111.148943,120.742325,0.833333,12
C14694,1996.785925,1,212.64,212.64,0,272.115509,0.083333,0.083333,0,0.166667,6,1,2000,1121.381513,2669.122014,0,12
C14695,3114.988266,1,453.12,453.12,0,2115.036647,0.333333,0.333333,0,0.5,12,7,5000,1160.859524,1067.666256,0,12
C14699,152.459665,1,1248.09,829.45,418.64,0,1,1,0.25,0,0,21,5000,1316.455236,210.906103,0.166667,12
C14700,1998.15597,1,348,348,0,1940.357907,0.083333,0.083333,0,0.083333,1,1,9000,2893.195013,419.016946,0,12
C14701,290.246277,1,2617.61,1342.69,1274.92,0,1,1,0.75,0,0,52,2500,2948.963493,164.864181,0.916667,12
C14703,1773.323689,1,1423.71,1423.71,0,0,1,1,0,0,0,17,5000,1410.310559,423.078833,0,12
C14705,5796.622219,0.875,423.38,223.38,200,6739.693779,0.625,0.25,0.375,0.25,18,9,8000,813.94163,1523.155003,0,8
C14708,8033.907466,1,159,159,0,3983.763805,0.083333,0.083333,0,0.75,24,1,9000,1620.868564,2568.327034,0,12
C14710,7789.190958,1,1307.39,84.45,1222.94,1836.893684,1,0.166667,1,0.25,3,66,8500,2072.817061,2983.977594,0,12
C14711,8465.740449,1,1345.81,226,1119.81,3429.450339,0.916667,0.333333,0.666667,0.666667,25,33,9500,2069.156797,2410.701385,0,12
C14712,151.194794,0.818182,2634.7,2411.53,223.17,0,1,1,0.363636,0,0,42,7500,2295.964836,103.773786,0.5,11
C14715,39.718404,0.363636,525.17,525.17,0,0,0.083333,0.083333,0,0,0,4,8500,515.996856,37.409861,0,12
C14716,99.523071,0.818182,955.87,955.87,0,0,0.5,0.5,0,0,0,9,13500,1201.853087,99.945036,0.666667,12
C14718,28.90195,0.363636,169.24,169.24,0,0,0.083333,0.083333,0,0,0,1,1200,166.658504,42.777345,0,12
C14724,8073.983031,1,2153.11,1326,827.11,3037.443167,1,0.75,0.916667,0.583333,28,48,9500,3032.171255,2764.780103,0,12
C14726,173.720757,0.181818,345.29,345.29,0,887.279827,0.083333,0.083333,0,0.166667,10,2,1200,0,,0,12
C14727,1150.724569,1,797.27,482.31,314.96,180.115216,0.75,0.333333,0.583333,0.083333,1,12,6000,1177.010626,261.521082,0,12
C14730,1360.029064,1,75.87,75.87,0,1482.699821,0.083333,0.083333,0,0.166667,10,1,1500,328.843583,544.816677,0,12
C14736,787.341687,1,2732.66,2548.47,184.19,0,1,1,0.416667,0,0,30,16500,2548.494077,388.363232,0.166667,12
C14739,38.994955,1,431.52,431.52,0,0,1,1,0,0,0,12,7000,417.892105,182.596244,1,12
C14740,1154.381343,1,2421.85,468.65,1953.2,0,1,0.333333,1,0,0,69,9000,1421.087219,422.043729,0,12
C14741,126.098257,0.8,387.66,387.66,0,0,0.7,0.7,0,0,0,24,1200,211.00385,174.40662,0,10
C14748,953.772248,1,747.62,747.62,0,1411.613588,0.166667,0.166667,0,0.5,6,2,2500,306.649908,215.800967,0,12
C14751,21.345298,0.727273,1019,119,900,0,0.75,0.083333,0.75,0,0,10,4500,1274.379409,161.692199,1,12
C14753,452.951976,0.454545,3649.83,3649.83,0,0,0.25,0.25,0,0,0,10,7500,209.217046,164.503829,0,12
C14754,41.25567,0.454545,297.4,297.4,0,0,0.25,0.25,0,0,0,5,6000,595.460601,173.255085,0.333333,12
C14758,4768.062736,1,374.81,333.2,41.61,9917.639168,0.333333,0.25,0.083333,0.833333,18,4,7000,5283.297064,1589.293892,0,12
C14760,268.966315,0.727273,784,659,125,0,0.5,0.25,0.333333,0,0,12,10500,514.650308,159.17308,0.166667,12
C14764,3153.251957,1,3398.12,95.84,3302.28,5608.804955,1,0.083333,1,0.333333,4,24,3000,9000.706634,4255.297059,0.166667,12
C14769,451.23106,1,1293.7,725.6,568.1,0,1,0.916667,0.916667,0,0,40,1200,894.932094,204.619343,0,12
C14770,591.103032,1,626.69,626.69,0,0,0.166667,0.166667,0,0,0,2,2500,786.571498,311.637186,0,12
C14771,253.640197,0.909091,2607.88,1142.96,1464.92,73.579253,0.833333,0.833333,0.666667,0.083333,1,43,4000,1954.784637,154.583752,0.583333,12
C14776,398.726283,1,393.49,393.49,0,787.215403,0.166667,0.166667,0,0.25,8,12,600,795.860389,213.548011,0,12
C14784,190.962339,1,2161.22,2161.22,0,0,0.75,0.75,0,0,0,24,5000,1663.048553,148.790482,0.222222,12
C14788,1396.279238,1,3380.44,1449.92,1930.52,0,1,0.333333,1,0,0,27,3500,5451.794841,385.003688,0.083333,12
C14789,975.252077,1,1146.74,796.74,350,0,0.857143,0.142857,0.714286,0,0,8,1000,1273.063087,252.66907,0,7
C14792,2719.639153,1,715.81,715.81,0,0,0.333333,0.333333,0,0,0,7,10000,694.102974,724.758705,0,12
C14798,810.739995,1,86.9,86.9,0,0,0.083333,0.083333,0,0,0,1,7500,253.775702,210.961925,0,12
C14799,438.337653,1,1867.9,1424.87,443.03,128.429272,0.75,0.5,0.5,0.166667,3,24,6500,2080.403638,204.877516,0.083333,12
C14806,115.467669,0.545455,354,354,0,0,0.166667,0.166667,0,0,0,2,16500,4555.965464,211.04268,0,12
C14807,199.462047,1,1296.2,745.82,550.38,0,0.25,0.25,0.166667,0,0,14,1800,18.125527,110.486344,0,12
C14808,143.737177,1,1456,361,1095,0,0.666667,0.166667,0.583333,0,0,17,2500,1416.600792,139.685178,0.818182,12
C14809,45.45702,0.909091,175,175,0,0,0.166667,0.166667,0,0,0,2,1200,212.558928,223.193529,0,12
C14815,2021.514867,1,1582.84,1554.89,27.95,0,0.5,0.416667,0.083333,0,0,8,2500,565.380786,486.702058,0,12
C14824,451.404363,1,2196,2154.34,41.66,0,0.833333,0.75,0.083333,0,0,14,1800,2142.056177,184.805024,0.166667,12
C14831,158.634812,0.909091,1765.38,84.8,1680.58,0,0.666667,0.083333,0.583333,0,0,24,9500,1661.464986,135.26688,0.666667,12
C14834,3363.288511,1,1123.42,865.78,257.64,1992.271699,1,1,0.583333,0.166667,2,30,4500,4772.462052,948.702747,0,12
C14835,1475.396878,1,5055.77,2931.91,2123.86,0,1,0.333333,1,0,0,69,1900,4826.844372,1879.122243,0,12
C14836,15155.53286,1,717.24,717.24,0,4718.274895,1,1,0,0.5,7,24,18000,4002.194556,3843.924668,0,12
C14838,3157.715309,1,548.79,548.79,0,3075.115015,0.583333,0.583333,0,0.166667,5,48,3500,3817.151157,852.200705,0.083333,12
C14841,1904.495561,1,4044.14,2961.8,1082.34,0,1,0.916667,1,0,0,66,6700,6312.820074,520.454965,0,12
C14842,1186.287841,1,115.5,115.5,0,0,0.166667,0.166667,0,0,0,3,1200,446.088328,356.432463,0,12
